chave_acesso,fiscal_doc_no,series_no,location_id,chave_aux,status,reprocessado,data_consulta,protocolo,checkbox,codigo,numero_documento,chave_consulta,tipo_documento,data_processamento,icone1,icone2,icone3,icone4,icone5,valor_total,valor_oculto,data_emissao,id_interno,nome_empresa,oculto,observacao,status_limpo,observacao_completa,cor_status,checkbox_value
47508411000407,38803,110,130,NF001,Rejeitado,Sim,22/10/2025 11:53:55,0,,110,000038803,47508411000407,DPEC/EPEC,08/10/2025 20:55:48,,,,,,"R$ 4,76",,22/10/2025 10:17:45,11925953,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104868245
47508411000407,39618,110,130,NF002,Rejeitado,Sim,22/10/2025 11:53:55,0,,110,000039618,47508411000407,DPEC/EPEC,08/10/2025 22:11:14,,,,,,"R$ 5,51",,22/10/2025 10:18:17,11930196,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104868260
47508411160196,19769,110,101,NF003,Rejeitado,Sim,22/10/2025 11:53:55,0,,110,000019769,47508411160196,DPEC/EPEC,09/10/2025 07:33:45,,,,,,"R$ 4,06",,13/10/2025 13:26:40,12060674,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104696299
47508411160439,23709,110,100,NF004,Rejeitado,Sim,22/10/2025 11:53:55,0,,110,000023709,47508411160439,DPEC/EPEC,09/10/2025 07:33:47,,,,,,"R$ 7,60",,13/10/2025 13:26:41,12060677,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104696298
47508411160439,23714,110,100,NF005,Rejeitado,Sim,22/10/2025 11:53:55,0,,110,000023714,47508411160439,DPEC/EPEC,09/10/2025 07:33:50,,,,,,"R$ 71,34",,13/10/2025 13:26:39,12060681,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104696287
47508411160439,23719,110,100,NF006,Rejeitado,Sim,22/10/2025 11:53:55,0,,110,000023719,47508411160439,DPEC/EPEC,09/10/2025 07:33:51,,,,,,"R$ 1,86",,13/10/2025 13:26:47,12060684,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104696322
47508411160439,23733,110,100,NF007,Rejeitado,Sim,22/10/2025 11:53:55,0,,110,000023733,47508411160439,DPEC/EPEC,09/10/2025 07:33:56,,,,,,"R$ 12,55",,13/10/2025 13:26:44,12060770,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104696310
47508411160439,23782,110,100,NF008,Rejeitado,Sim,22/10/2025 11:53:55,0,,110,000023782,47508411160439,DPEC/EPEC,09/10/2025 07:34:28,,,,,,"R$ 15,03",,13/10/2025 12:08:16,12060910,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691914
47508411160439,23827,110,100,NF009,Rejeitado,Sim,22/10/2025 11:53:55,0,,110,000023827,47508411160439,DPEC/EPEC,09/10/2025 07:34:48,,,,,,"R$ 3,29",,13/10/2025 12:08:36,12060921,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691955
47508411160439,23845,110,100,NF010,Rejeitado,Sim,22/10/2025 11:53:55,0,,110,000023845,47508411160439,DPEC/EPEC,09/10/2025 07:34:58,,,,,,"R$ 135,31",,13/10/2025 12:08:41,12060925,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691961
