chave_acesso,fiscal_doc_no,series_no,location_id,chave_aux,status,reprocessado,data_consulta,protocolo,checkbox,codigo,numero_documento,chave_consulta,tipo_documento,data_processamento,icone1,icone2,icone3,icone4,icone5,valor_total,valor_oculto,data_emissao,id_interno,nome_empresa,oculto,observacao,status_limpo,observacao_completa,cor_status,checkbox_value
47508411106655,19412,110,178,NF001,Rejeitado,Sim,22/10/2025 20:01:10,0,,110,000019412,47508411106655,DPEC/EPEC,08/10/2025 17:00:50,,,,,,"R$ 2,89",,13/10/2025 15:28:59,11894849,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104705365
47508411106655,19428,110,178,NF002,Rejeitado,Sim,22/10/2025 20:01:10,0,,110,000019428,47508411106655,DPEC/EPEC,08/10/2025 17:01:11,,,,,,"R$ 4,19",,13/10/2025 15:28:59,11894861,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104705366
47508411106655,19501,110,178,NF003,Rejeitado,Sim,22/10/2025 20:01:10,0,,110,000019501,47508411106655,DPEC/EPEC,08/10/2025 17:03:01,,,,,,"R$ 4,71",,13/10/2025 15:29:12,11895214,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104705402
47508411106655,19524,110,178,NF004,Rejeitado,Sim,22/10/2025 20:01:10,0,,110,000019524,47508411106655,DPEC/EPEC,08/10/2025 17:03:39,,,,,,"R$ 21,41",,13/10/2025 15:29:14,11895352,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104705405
47508411106655,19526,110,178,NF005,Rejeitado,Sim,22/10/2025 20:01:10,0,,110,000019526,47508411106655,DPEC/EPEC,08/10/2025 17:03:41,,,,,,"R$ 3,99",,13/10/2025 15:29:12,11895357,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104705401
47508411106655,19527,110,178,NF006,Rejeitado,Sim,22/10/2025 20:01:10,0,,110,000019527,47508411106655,DPEC/EPEC,08/10/2025 17:03:44,,,,,,"R$ 10,56",,13/10/2025 15:29:12,11895361,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104705400
47508411106655,19551,110,178,NF007,Rejeitado,Sim,22/10/2025 20:01:10,0,,110,000019551,47508411106655,DPEC/EPEC,08/10/2025 17:05:16,,,,,,"R$ 7,36",,13/10/2025 15:29:07,11895681,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104705374
47508411106655,19557,110,178,NF008,Rejeitado,Sim,22/10/2025 20:01:10,0,,110,000019557,47508411106655,DPEC/EPEC,08/10/2025 17:05:23,,,,,,"R$ 18,15",,13/10/2025 15:29:14,11895751,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104705403
47508411106655,19570,110,178,NF009,Rejeitado,Sim,22/10/2025 20:01:10,0,,110,000019570,47508411106655,DPEC/EPEC,08/10/2025 17:05:38,,,,,,"R$ 4,89",,13/10/2025 15:29:16,11895767,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104705406
47508411000407,37932,110,130,NF010,Rejeitado,Sim,22/10/2025 20:01:10,0,,110,000037932,47508411000407,DPEC/EPEC,08/10/2025 17:15:02,,,,,,"R$ 2,68",,14/10/2025 16:04:43,11897142,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104737138
